Date,Season,Home Team,Away Team,FTHG,FTAG,Winner,Points_H,Points_A,xG_H,xG_A,Poss_H,Poss_A
2008-05-03,2008,Reading,Tottenham,0,1,Unknown,0,0,3.33,1.57,58.8,41.2
2008-05-04,2008,Arsenal,Everton,1,0,Arsenal,3,0,2.43,0.99,59.6,40.4
2008-05-04,2008,Liverpool,Man City,1,0,Liverpool,3,0,2.51,2.78,54.1,45.9
2008-05-05,2008,Newcastle,Chelsea,0,2,Unknown,0,0,2.4,0.94,52.2,47.8
2008-05-11,2008,Birmingham,Blackburn,4,1,Birmingham,3,0,1.1,1.22,56.1,43.9
2008-05-11,2008,Chelsea,Bolton,1,1,Unknown,0,0,1.76,1.79,49.9,50.1
2008-05-11,2008,Derby,Reading,0,4,Unknown,0,0,2.75,1.16,52.4,47.6
2008-05-11,2008,Everton,Newcastle,3,1,Everton,3,0,0.8,1.02,58.7,41.3
2008-05-11,2008,Middlesbrough,Man City,8,1,Middlesbrough,3,0,1.33,2.0,59.3,40.7
2008-05-11,2008,Portsmouth,Fulham,0,1,Unknown,0,0,1.33,0.72,58.9,41.1
2008-05-11,2008,Sunderland,Arsenal,0,1,Unknown,0,0,1.8,0.65,48.9,51.1
2008-05-11,2008,Tottenham,Liverpool,0,2,Unknown,0,0,3.44,1.43,48.5,51.5
2008-05-11,2008,West Ham,Aston Villa,2,2,Unknown,0,0,0.7,2.3,49.5,50.5
2008-05-11,2008,Wigan,Man United,0,2,Unknown,0,0,2.06,1.89,51.6,48.4
2008-08-16,2008,Arsenal,West Brom,1,0,Arsenal,3,0,1.04,1.56,49.7,50.3
2008-08-16,2008,Bolton,Stoke,3,1,Bolton,3,0,3.41,1.91,50.6,49.4
2008-08-16,2008,Everton,Blackburn,2,3,Unknown,0,0,0.84,1.41,54.3,45.7
2008-08-16,2008,Hull,Fulham,2,1,Hull,3,0,1.71,2.84,56.4,43.6
2008-08-16,2008,Middlesbrough,Tottenham,2,1,Middlesbrough,3,0,2.71,0.64,56.0,44.0
2008-08-16,2008,Sunderland,Liverpool,0,1,Unknown,0,0,2.61,2.18,57.2,42.8
2008-08-16,2008,West Ham,Wigan,2,1,West Ham,3,0,1.77,2.73,45.5,54.5
2008-08-17,2008,Aston Villa,Man City,4,2,Aston Villa,3,0,1.54,2.51,45.7,54.3
2008-08-17,2008,Chelsea,Portsmouth,4,0,Chelsea,3,0,1.69,0.96,56.8,43.2
2008-08-17,2008,Man United,Newcastle,1,1,Unknown,0,0,1.29,1.24,53.0,47.0
2008-08-23,2008,Blackburn,Hull,1,1,Unknown,0,0,1.12,2.29,53.7,46.3
2008-08-23,2008,Fulham,Arsenal,1,0,Fulham,3,0,1.95,0.71,45.8,54.2
2008-08-23,2008,Liverpool,Middlesbrough,2,1,Liverpool,3,0,1.31,2.53,48.8,51.2
2008-08-23,2008,Newcastle,Bolton,1,0,Newcastle,3,0,1.36,2.3,54.6,45.4
2008-08-23,2008,Stoke,Aston Villa,3,2,Stoke,3,0,2.47,2.32,57.9,42.1
2008-08-23,2008,Tottenham,Sunderland,1,2,Unknown,0,0,3.41,0.75,58.8,41.2
2008-08-23,2008,West Brom,Everton,1,2,Unknown,0,0,2.31,2.29,52.5,47.5
2008-08-24,2008,Man City,West Ham,3,0,Man City,3,0,0.73,2.2,53.2,46.8
2008-08-24,2008,Wigan,Chelsea,0,1,Unknown,0,0,0.73,2.58,57.5,42.5
2008-08-25,2008,Portsmouth,Man United,0,1,Unknown,0,0,3.35,0.6,53.1,46.9
2008-08-30,2008,Arsenal,Newcastle,3,0,Arsenal,3,0,1.39,0.56,52.8,47.2
2008-08-30,2008,Bolton,West Brom,0,0,Unknown,0,0,0.78,1.43,58.6,41.4
2008-08-30,2008,Everton,Portsmouth,0,3,Unknown,0,0,2.3,0.87,56.8,43.2
2008-08-30,2008,Hull,Wigan,0,5,Unknown,0,0,2.37,1.9,58.6,41.4
2008-08-30,2008,Middlesbrough,Stoke,2,1,Middlesbrough,3,0,2.45,2.79,48.3,51.7
2008-08-30,2008,West Ham,Blackburn,4,1,West Ham,3,0,1.3,1.48,52.9,47.1
2008-08-31,2008,Aston Villa,Liverpool,0,0,Unknown,0,0,0.55,2.61,57.6,42.4
2008-08-31,2008,Chelsea,Tottenham,1,1,Unknown,0,0,3.4,0.5,46.7,53.3
2008-08-31,2008,Sunderland,Man City,0,3,Unknown,0,0,1.25,0.92,56.9,43.1
2008-09-13,2008,Blackburn,Arsenal,0,4,Unknown,0,0,2.53,0.58,47.7,52.3
2008-09-13,2008,Fulham,Bolton,2,1,Fulham,3,0,2.62,1.32,57.1,42.9
2008-09-13,2008,Liverpool,Man United,2,1,Liverpool,3,0,2.33,2.77,54.2,45.8
2008-09-13,2008,Man City,Chelsea,1,3,Unknown,0,0,1.44,0.74,47.9,52.1
2008-09-13,2008,Newcastle,Hull,1,2,Unknown,0,0,1.31,2.02,52.1,47.9
2008-09-13,2008,Portsmouth,Middlesbrough,2,1,Portsmouth,3,0,2.29,1.63,55.2,44.8
2008-09-13,2008,West Brom,West Ham,3,2,West Brom,3,0,3.1,2.85,54.5,45.5
2008-09-13,2008,Wigan,Sunderland,1,1,Unknown,0,0,3.34,0.81,51.4,48.6
2008-09-14,2008,Stoke,Everton,2,3,Unknown,0,0,0.82,1.03,58.5,41.5
2008-09-15,2008,Tottenham,Aston Villa,1,2,Unknown,0,0,0.96,0.57,52.8,47.2
2008-09-20,2008,Blackburn,Fulham,1,0,Blackburn,3,0,3.33,1.58,52.6,47.4
2008-09-20,2008,Bolton,Arsenal,1,3,Unknown,0,0,2.71,1.19,45.9,54.1
2008-09-20,2008,Liverpool,Stoke,0,0,Unknown,0,0,3.15,2.67,58.8,41.2
2008-09-20,2008,Sunderland,Middlesbrough,2,0,Sunderland,3,0,1.11,2.01,47.7,52.3
2008-09-20,2008,West Ham,Newcastle,3,1,West Ham,3,0,2.26,2.04,52.9,47.1
2008-09-21,2008,Chelsea,Man United,1,1,Unknown,0,0,2.6,1.83,57.1,42.9
2008-09-21,2008,Hull,Everton,2,2,Unknown,0,0,2.54,0.73,48.2,51.8
2008-09-21,2008,Man City,Portsmouth,6,0,Man City,3,0,1.72,1.61,52.9,47.1
2008-09-21,2008,Tottenham,Wigan,0,0,Unknown,0,0,0.55,3.0,48.6,51.4
2008-09-21,2008,West Brom,Aston Villa,1,2,Unknown,0,0,2.25,2.59,56.4,43.6
2008-09-27,2008,Arsenal,Hull,1,2,Unknown,0,0,1.26,2.73,53.5,46.5
2008-09-27,2008,Aston Villa,Sunderland,2,1,Aston Villa,3,0,1.85,2.56,57.8,42.2
2008-09-27,2008,Everton,Liverpool,0,2,Unknown,0,0,3.37,0.76,58.4,41.6
2008-09-27,2008,Fulham,West Ham,1,2,Unknown,0,0,1.7,1.07,54.7,45.3
2008-09-27,2008,Man United,Bolton,2,0,Man United,3,0,3.02,0.51,55.9,44.1
2008-09-27,2008,Middlesbrough,West Brom,0,1,Unknown,0,0,1.07,1.26,53.2,46.8
2008-09-27,2008,Newcastle,Blackburn,1,2,Unknown,0,0,2.52,0.77,50.8,49.2
2008-09-27,2008,Stoke,Chelsea,0,2,Unknown,0,0,3.43,1.68,54.7,45.3
2008-09-28,2008,Portsmouth,Tottenham,2,0,Portsmouth,3,0,0.81,2.19,58.6,41.4
2008-09-28,2008,Wigan,Man City,2,1,Wigan,3,0,0.52,2.69,51.3,48.7
2008-10-04,2008,Blackburn,Man United,0,2,Unknown,0,0,1.8,2.37,49.7,50.3
2008-10-04,2008,Sunderland,Arsenal,1,1,Unknown,0,0,0.78,2.85,50.8,49.2
2008-10-04,2008,West Brom,Fulham,1,0,West Brom,3,0,2.75,0.63,51.5,48.5
2008-10-04,2008,Wigan,Middlesbrough,0,1,Unknown,0,0,3.24,0.53,46.1,53.9
2008-10-05,2008,Chelsea,Aston Villa,2,0,Chelsea,3,0,1.8,2.15,52.5,47.5
2008-10-05,2008,Everton,Newcastle,2,2,Unknown,0,0,1.28,1.22,52.4,47.6
2008-10-05,2008,Man City,Liverpool,2,3,Unknown,0,0,1.8,1.13,53.8,46.2
2008-10-05,2008,Portsmouth,Stoke,2,1,Portsmouth,3,0,2.67,1.33,50.4,49.6
2008-10-05,2008,Tottenham,Hull,0,1,Unknown,0,0,0.53,1.17,54.2,45.8
2008-10-05,2008,West Ham,Bolton,1,3,Unknown,0,0,2.27,1.78,58.2,41.8
2008-10-18,2008,Arsenal,Everton,3,1,Arsenal,3,0,2.34,1.6,59.3,40.7
2008-10-18,2008,Aston Villa,Portsmouth,0,0,Unknown,0,0,2.41,1.78,53.8,46.2
2008-10-18,2008,Bolton,Blackburn,0,0,Unknown,0,0,1.23,2.18,45.6,54.4
2008-10-18,2008,Fulham,Sunderland,0,0,Unknown,0,0,2.64,1.47,59.5,40.5
2008-10-18,2008,Liverpool,Wigan,3,2,Liverpool,3,0,0.77,1.13,55.6,44.4
2008-10-18,2008,Man United,West Brom,4,0,Man United,3,0,1.1,0.92,50.0,50.0
2008-10-18,2008,Middlesbrough,Chelsea,0,5,Unknown,0,0,3.13,1.37,47.2,52.8
2008-10-19,2008,Hull,West Ham,1,0,Hull,3,0,2.72,2.35,47.2,52.8
2008-10-19,2008,Stoke,Tottenham,2,1,Stoke,3,0,0.54,2.39,47.5,52.5
2008-10-20,2008,Newcastle,Man City,2,2,Unknown,0,0,1.25,2.17,45.7,54.3
2008-10-25,2008,Blackburn,Middlesbrough,1,1,Unknown,0,0,1.14,1.09,58.5,41.5
2008-10-25,2008,Everton,Man United,1,1,Unknown,0,0,1.31,1.97,53.1,46.9
2008-10-25,2008,Sunderland,Newcastle,2,1,Sunderland,3,0,1.24,1.93,55.5,44.5
2008-10-25,2008,West Brom,Hull,0,3,Unknown,0,0,0.69,1.71,57.4,42.6
2008-10-26,2008,Chelsea,Liverpool,0,1,Unknown,0,0,1.88,1.87,56.9,43.1
2008-10-26,2008,Man City,Stoke,3,0,Man City,3,0,2.7,1.73,58.2,41.8
2008-10-26,2008,Portsmouth,Fulham,1,1,Unknown,0,0,2.32,1.91,59.5,40.5
2008-10-26,2008,Tottenham,Bolton,2,0,Tottenham,3,0,2.52,2.29,51.6,48.4
2008-10-26,2008,West Ham,Arsenal,0,2,Unknown,0,0,0.74,0.77,59.3,40.7
2008-10-26,2008,Wigan,Aston Villa,0,4,Unknown,0,0,3.35,2.37,55.8,44.2
2008-10-28,2008,Newcastle,West Brom,2,1,Newcastle,3,0,3.02,0.84,46.1,53.9
2008-10-29,2008,Arsenal,Tottenham,4,4,Unknown,0,0,2.92,0.67,55.2,44.8
2008-10-29,2008,Aston Villa,Blackburn,3,2,Aston Villa,3,0,2.97,2.94,55.3,44.7
2008-10-29,2008,Bolton,Everton,0,1,Unknown,0,0,3.3,2.89,58.6,41.4
2008-10-29,2008,Fulham,Wigan,2,0,Fulham,3,0,2.13,0.65,50.6,49.4
2008-10-29,2008,Hull,Chelsea,0,3,Unknown,0,0,1.1,1.61,53.8,46.2
2008-10-29,2008,Liverpool,Portsmouth,1,0,Liverpool,3,0,2.35,0.97,45.2,54.8
2008-10-29,2008,Man United,West Ham,2,0,Man United,3,0,2.73,1.71,50.0,50.0
2008-10-29,2008,Middlesbrough,Man City,2,0,Middlesbrough,3,0,2.71,2.58,45.9,54.1
2008-10-29,2008,Stoke,Sunderland,1,0,Stoke,3,0,2.06,2.88,52.8,47.2
2008-11-01,2008,Chelsea,Sunderland,5,0,Chelsea,3,0,0.71,2.09,57.3,42.7
2008-11-01,2008,Everton,Fulham,1,0,Everton,3,0,1.61,1.38,48.1,51.9
2008-11-01,2008,Man United,Hull,4,3,Man United,3,0,3.26,2.01,52.9,47.1
2008-11-01,2008,Middlesbrough,West Ham,1,1,Unknown,0,0,2.25,1.28,48.1,51.9
2008-11-01,2008,Portsmouth,Wigan,1,2,Unknown,0,0,2.11,2.77,46.8,53.2
2008-11-01,2008,Stoke,Arsenal,2,1,Stoke,3,0,1.31,2.68,52.7,47.3
2008-11-01,2008,Tottenham,Liverpool,2,1,Tottenham,3,0,1.61,1.9,46.2,53.8
2008-11-01,2008,West Brom,Blackburn,2,2,Unknown,0,0,3.19,1.31,53.8,46.2
2008-11-02,2008,Bolton,Man City,2,0,Bolton,3,0,2.5,1.23,45.5,54.5
2008-11-03,2008,Newcastle,Aston Villa,2,0,Newcastle,3,0,2.86,0.58,46.6,53.4
2008-11-08,2008,Arsenal,Man United,2,1,Arsenal,3,0,1.86,2.54,53.2,46.8
2008-11-08,2008,Hull,Bolton,0,1,Unknown,0,0,2.39,1.63,53.9,46.1
2008-11-08,2008,Liverpool,West Brom,3,0,Liverpool,3,0,1.25,1.31,45.4,54.6
2008-11-08,2008,Sunderland,Portsmouth,1,2,Unknown,0,0,2.62,1.68,53.6,46.4
2008-11-08,2008,West Ham,Everton,1,3,Unknown,0,0,1.78,2.55,57.6,42.4
2008-11-08,2008,Wigan,Stoke,0,0,Unknown,0,0,1.83,0.81,55.8,44.2
2008-11-09,2008,Aston Villa,Middlesbrough,1,2,Unknown,0,0,2.45,2.64,47.0,53.0
2008-11-09,2008,Blackburn,Chelsea,0,2,Unknown,0,0,3.31,2.74,53.9,46.1
2008-11-09,2008,Fulham,Newcastle,2,1,Fulham,3,0,0.69,2.87,55.1,44.9
2008-11-09,2008,Man City,Tottenham,1,2,Unknown,0,0,2.97,1.49,45.6,54.4
2008-11-15,2008,Arsenal,Aston Villa,0,2,Unknown,0,0,1.38,1.04,57.8,42.2
2008-11-15,2008,Blackburn,Sunderland,1,2,Unknown,0,0,1.83,1.43,58.6,41.4
2008-11-15,2008,Bolton,Liverpool,0,2,Unknown,0,0,0.57,1.33,57.8,42.2
2008-11-15,2008,Fulham,Tottenham,2,1,Fulham,3,0,1.4,0.94,57.4,42.6
2008-11-15,2008,Man United,Stoke,5,0,Man United,3,0,2.01,2.02,56.2,43.8
2008-11-15,2008,Newcastle,Wigan,2,2,Unknown,0,0,0.67,1.69,54.5,45.5
2008-11-15,2008,West Brom,Chelsea,0,3,Unknown,0,0,1.97,2.66,55.2,44.8
2008-11-15,2008,West Ham,Portsmouth,0,0,Unknown,0,0,3.28,0.58,57.1,42.9
2008-11-16,2008,Everton,Middlesbrough,1,1,Unknown,0,0,0.82,2.11,54.9,45.1
2008-11-16,2008,Hull,Man City,2,2,Unknown,0,0,2.79,2.41,49.9,50.1
2008-11-22,2008,Aston Villa,Man United,0,0,Unknown,0,0,1.73,2.4,50.6,49.4
2008-11-22,2008,Chelsea,Newcastle,0,0,Unknown,0,0,2.47,2.72,58.5,41.5
2008-11-22,2008,Liverpool,Fulham,0,0,Unknown,0,0,1.28,2.32,45.3,54.7
2008-11-22,2008,Man City,Arsenal,3,0,Man City,3,0,0.98,2.82,55.5,44.5
2008-11-22,2008,Middlesbrough,Bolton,1,3,Unknown,0,0,0.98,1.33,59.3,40.7
2008-11-22,2008,Portsmouth,Hull,2,2,Unknown,0,0,0.71,1.76,55.6,44.4
2008-11-22,2008,Stoke,West Brom,1,0,Stoke,3,0,1.06,0.54,59.9,40.1
2008-11-23,2008,Sunderland,West Ham,0,1,Unknown,0,0,2.49,0.52,55.3,44.7
2008-11-23,2008,Tottenham,Blackburn,1,0,Tottenham,3,0,3.15,1.1,45.5,54.5
2008-11-24,2008,Wigan,Everton,1,0,Wigan,3,0,2.94,0.75,57.4,42.6
2008-11-29,2008,Aston Villa,Fulham,0,0,Unknown,0,0,2.56,1.15,49.3,50.7
2008-11-29,2008,Middlesbrough,Newcastle,0,0,Unknown,0,0,0.83,0.94,51.7,48.3
2008-11-29,2008,Stoke,Hull,1,1,Unknown,0,0,1.37,0.57,49.7,50.3
2008-11-29,2008,Sunderland,Bolton,1,4,Unknown,0,0,1.43,2.77,49.0,51.0
2008-11-29,2008,Wigan,West Brom,2,1,Wigan,3,0,1.25,0.52,51.5,48.5
2008-11-30,2008,Chelsea,Arsenal,1,2,Unknown,0,0,2.05,2.34,50.7,49.3
2008-11-30,2008,Man City,Man United,0,1,Unknown,0,0,2.11,0.88,54.5,45.5
2008-11-30,2008,Portsmouth,Blackburn,3,2,Portsmouth,3,0,1.57,2.78,57.2,42.8
2008-11-30,2008,Tottenham,Everton,0,1,Unknown,0,0,1.56,2.73,49.5,50.5
2008-12-01,2008,Liverpool,West Ham,0,0,Unknown,0,0,2.99,2.13,48.2,51.8
2008-12-06,2008,Arsenal,Wigan,1,0,Arsenal,3,0,2.87,2.18,55.0,45.0
2008-12-06,2008,Blackburn,Liverpool,1,3,Unknown,0,0,1.42,0.51,55.1,44.9
2008-12-06,2008,Bolton,Chelsea,0,2,Unknown,0,0,3.24,2.96,58.5,41.5
2008-12-06,2008,Fulham,Man City,1,1,Unknown,0,0,3.36,2.69,45.2,54.8
2008-12-06,2008,Hull,Middlesbrough,2,1,Hull,3,0,1.48,2.74,57.8,42.2
2008-12-06,2008,Man United,Sunderland,1,0,Man United,3,0,1.56,2.15,52.8,47.2
2008-12-06,2008,Newcastle,Stoke,2,2,Unknown,0,0,2.02,1.36,54.3,45.7
2008-12-07,2008,Everton,Aston Villa,2,3,Unknown,0,0,3.32,2.73,46.4,53.6
2008-12-07,2008,West Brom,Portsmouth,1,1,Unknown,0,0,3.13,1.23,51.5,48.5
2008-12-08,2008,West Ham,Tottenham,0,2,Unknown,0,0,0.81,1.91,48.4,51.6
2008-12-13,2008,Aston Villa,Bolton,4,2,Aston Villa,3,0,1.68,0.75,48.8,51.2
2008-12-13,2008,Liverpool,Hull,2,2,Unknown,0,0,2.16,2.8,52.6,47.4
2008-12-13,2008,Man City,Everton,0,1,Unknown,0,0,2.01,0.85,57.2,42.8
2008-12-13,2008,Middlesbrough,Arsenal,1,1,Unknown,0,0,1.08,1.06,56.2,43.8
2008-12-13,2008,Stoke,Fulham,0,0,Unknown,0,0,3.08,1.9,53.9,46.1
2008-12-13,2008,Sunderland,West Brom,4,0,Sunderland,3,0,2.53,2.41,53.1,46.9
2008-12-13,2008,Tottenham,Man United,0,0,Unknown,0,0,3.01,2.05,51.4,48.6
2008-12-13,2008,Wigan,Blackburn,3,0,Wigan,3,0,3.08,1.08,59.6,40.4
2008-12-14,2008,Chelsea,West Ham,1,1,Unknown,0,0,2.75,0.5,53.4,46.6
2008-12-14,2008,Portsmouth,Newcastle,0,3,Unknown,0,0,1.82,2.39,48.8,51.2
2008-12-20,2008,Blackburn,Stoke,3,0,Blackburn,3,0,2.33,2.96,48.5,51.5
2008-12-20,2008,Bolton,Portsmouth,2,1,Bolton,3,0,0.98,2.52,54.2,45.8
2008-12-20,2008,Fulham,Middlesbrough,3,0,Fulham,3,0,2.52,1.65,52.8,47.2
2008-12-20,2008,Hull,Sunderland,1,4,Unknown,0,0,1.04,2.76,45.1,54.9
2008-12-20,2008,West Ham,Aston Villa,0,1,Unknown,0,0,2.58,1.52,57.5,42.5
2008-12-21,2008,Arsenal,Liverpool,1,1,Unknown,0,0,1.19,1.81,55.6,44.4
2008-12-21,2008,Newcastle,Tottenham,2,1,Newcastle,3,0,0.85,1.69,54.9,45.1
2008-12-21,2008,West Brom,Man City,2,1,West Brom,3,0,1.0,1.62,46.0,54.0
2008-12-22,2008,Everton,Chelsea,0,0,Unknown,0,0,0.51,2.44,50.4,49.6
2008-12-26,2008,Aston Villa,Arsenal,2,2,Unknown,0,0,2.66,1.82,59.0,41.0
2008-12-26,2008,Chelsea,West Brom,2,0,Chelsea,3,0,2.7,1.29,57.9,42.1
2008-12-26,2008,Liverpool,Bolton,3,0,Liverpool,3,0,2.04,1.15,49.3,50.7
2008-12-26,2008,Man City,Hull,5,1,Man City,3,0,0.98,0.59,47.4,52.6
2008-12-26,2008,Middlesbrough,Everton,0,1,Unknown,0,0,0.75,1.96,51.7,48.3
2008-12-26,2008,Portsmouth,West Ham,1,4,Unknown,0,0,0.56,1.07,50.3,49.7
2008-12-26,2008,Stoke,Man United,0,1,Unknown,0,0,1.0,0.87,55.2,44.8
2008-12-26,2008,Sunderland,Blackburn,0,0,Unknown,0,0,3.17,2.13,59.5,40.5
2008-12-26,2008,Tottenham,Fulham,0,0,Unknown,0,0,1.22,2.2,50.4,49.6
2008-12-26,2008,Wigan,Newcastle,2,1,Wigan,3,0,1.56,2.38,45.9,54.1
2008-12-28,2008,Arsenal,Portsmouth,1,0,Arsenal,3,0,0.82,1.76,58.5,41.5
2008-12-28,2008,Blackburn,Man City,2,2,Unknown,0,0,1.17,2.74,45.6,54.4
2008-12-28,2008,Bolton,Wigan,0,1,Unknown,0,0,2.06,2.84,59.3,40.7
2008-12-28,2008,Everton,Sunderland,3,0,Everton,3,0,2.32,2.52,55.0,45.0
2008-12-28,2008,Fulham,Chelsea,2,2,Unknown,0,0,1.24,2.09,59.1,40.9
2008-12-28,2008,Newcastle,Liverpool,1,5,Unknown,0,0,0.67,1.26,48.0,52.0
2008-12-28,2008,West Brom,Tottenham,2,0,West Brom,3,0,1.67,2.96,45.6,54.4
2008-12-28,2008,West Ham,Stoke,2,1,West Ham,3,0,1.2,1.19,52.3,47.7
2008-12-29,2008,Man United,Middlesbrough,1,0,Man United,3,0,1.16,1.01,51.8,48.2
2008-12-30,2008,Hull,Aston Villa,0,1,Unknown,0,0,3.38,1.61,50.0,50.0
2009-01-10,2009,Arsenal,Bolton,1,0,Arsenal,3,0,2.35,0.64,59.4,40.6
2009-01-10,2009,Aston Villa,West Brom,2,1,Aston Villa,3,0,2.17,2.95,57.3,42.7
2009-01-10,2009,Everton,Hull,2,0,Everton,3,0,1.75,1.97,54.9,45.1
2009-01-10,2009,Middlesbrough,Sunderland,1,1,Unknown,0,0,1.79,1.89,47.4,52.6
2009-01-10,2009,Newcastle,West Ham,2,2,Unknown,0,0,2.12,2.14,56.0,44.0
2009-01-10,2009,Stoke,Liverpool,0,0,Unknown,0,0,2.59,1.74,55.9,44.1
2009-01-11,2009,Man United,Chelsea,3,0,Man United,3,0,2.61,0.58,51.4,48.6
2009-01-11,2009,Wigan,Tottenham,1,0,Wigan,3,0,1.02,2.03,58.9,41.1
2009-01-14,2009,Man United,Wigan,1,0,Man United,3,0,2.0,2.29,47.5,52.5
2009-01-17,2009,Blackburn,Newcastle,3,0,Blackburn,3,0,1.74,1.54,49.0,51.0
2009-01-17,2009,Bolton,Man United,0,1,Unknown,0,0,3.11,2.39,45.9,54.1
2009-01-17,2009,Chelsea,Stoke,2,1,Chelsea,3,0,2.39,1.07,56.9,43.1
2009-01-17,2009,Hull,Arsenal,1,3,Unknown,0,0,2.1,1.05,54.3,45.7
2009-01-17,2009,Man City,Wigan,1,0,Man City,3,0,0.85,0.9,49.7,50.3
2009-01-17,2009,Sunderland,Aston Villa,1,2,Unknown,0,0,2.32,1.43,47.5,52.5
2009-01-17,2009,West Brom,Middlesbrough,3,0,West Brom,3,0,0.85,2.62,45.6,54.4
2009-01-18,2009,Tottenham,Portsmouth,1,1,Unknown,0,0,1.51,2.57,47.5,52.5
2009-01-18,2009,West Ham,Fulham,3,1,West Ham,3,0,0.93,1.46,51.8,48.2
2009-01-19,2009,Liverpool,Everton,1,1,Unknown,0,0,2.58,1.97,48.7,51.3
2009-01-27,2009,Portsmouth,Aston Villa,0,1,Unknown,0,0,1.12,2.3,48.9,51.1
2009-01-27,2009,Sunderland,Fulham,1,0,Sunderland,3,0,1.68,1.1,58.1,41.9
2009-01-27,2009,Tottenham,Stoke,3,1,Tottenham,3,0,3.19,0.92,52.7,47.3
2009-01-27,2009,West Brom,Man United,0,5,Unknown,0,0,1.11,2.93,55.9,44.1
2009-01-28,2009,Blackburn,Bolton,2,2,Unknown,0,0,2.02,2.04,45.5,54.5
2009-01-28,2009,Chelsea,Middlesbrough,2,0,Chelsea,3,0,1.76,2.95,50.5,49.5
2009-01-28,2009,Everton,Arsenal,1,1,Unknown,0,0,0.55,1.34,52.2,47.8
2009-01-28,2009,Man City,Newcastle,2,1,Man City,3,0,2.88,2.26,47.8,52.2
2009-01-28,2009,West Ham,Hull,2,0,West Ham,3,0,0.71,1.06,46.8,53.2
2009-01-28,2009,Wigan,Liverpool,1,1,Unknown,0,0,1.92,1.15,58.1,41.9
2009-01-31,2009,Arsenal,West Ham,0,0,Unknown,0,0,2.18,1.78,59.1,40.9
2009-01-31,2009,Aston Villa,Wigan,0,0,Unknown,0,0,2.39,1.3,46.2,53.8
2009-01-31,2009,Bolton,Tottenham,3,2,Bolton,3,0,2.57,0.92,50.2,49.8
2009-01-31,2009,Fulham,Portsmouth,3,1,Fulham,3,0,1.26,1.16,59.4,40.6
2009-01-31,2009,Hull,West Brom,2,2,Unknown,0,0,0.53,0.59,46.2,53.8
2009-01-31,2009,Man United,Everton,1,0,Man United,3,0,2.67,2.26,54.7,45.3
2009-01-31,2009,Middlesbrough,Blackburn,0,0,Unknown,0,0,2.11,1.73,59.6,40.4
2009-01-31,2009,Stoke,Man City,1,0,Stoke,3,0,3.01,0.74,59.7,40.3
2009-02-01,2009,Liverpool,Chelsea,2,0,Liverpool,3,0,2.96,0.93,52.1,47.9
2009-02-01,2009,Newcastle,Sunderland,1,1,Unknown,0,0,3.03,0.76,47.4,52.6
2009-02-07,2009,Blackburn,Aston Villa,0,2,Unknown,0,0,1.96,2.03,48.0,52.0
2009-02-07,2009,Chelsea,Hull,0,0,Unknown,0,0,1.5,0.74,58.3,41.7
2009-02-07,2009,Everton,Bolton,3,0,Everton,3,0,2.87,2.39,58.7,41.3
2009-02-07,2009,Man City,Middlesbrough,1,0,Man City,3,0,1.85,0.55,54.1,45.9
2009-02-07,2009,Portsmouth,Liverpool,2,3,Unknown,0,0,1.05,1.12,56.5,43.5
2009-02-07,2009,Sunderland,Stoke,2,0,Sunderland,3,0,3.06,2.73,56.1,43.9
2009-02-07,2009,West Brom,Newcastle,2,3,Unknown,0,0,3.15,2.3,54.9,45.1
2009-02-07,2009,Wigan,Fulham,0,0,Unknown,0,0,1.9,0.68,57.4,42.6
2009-02-08,2009,Tottenham,Arsenal,0,0,Unknown,0,0,0.73,2.55,55.3,44.7
2009-02-08,2009,West Ham,Man United,0,1,Unknown,0,0,1.66,1.73,53.0,47.0
2009-02-14,2009,Portsmouth,Man City,2,0,Portsmouth,3,0,2.91,2.62,48.6,51.4
2009-02-18,2009,Man United,Fulham,3,0,Man United,3,0,3.21,2.0,56.2,43.8
2009-02-21,2009,Arsenal,Sunderland,0,0,Unknown,0,0,1.11,2.2,52.1,47.9
2009-02-21,2009,Aston Villa,Chelsea,0,1,Unknown,0,0,0.7,2.98,49.4,50.6
2009-02-21,2009,Bolton,West Ham,2,1,Bolton,3,0,3.13,1.08,57.0,43.0
2009-02-21,2009,Man United,Blackburn,2,1,Man United,3,0,1.67,2.06,55.5,44.5
2009-02-21,2009,Middlesbrough,Wigan,0,0,Unknown,0,0,2.13,1.65,59.1,40.9
2009-02-21,2009,Stoke,Portsmouth,2,2,Unknown,0,0,3.4,0.6,47.5,52.5
2009-02-22,2009,Fulham,West Brom,2,0,Fulham,3,0,0.7,0.54,54.7,45.3
2009-02-22,2009,Liverpool,Man City,1,1,Unknown,0,0,2.44,0.8,48.7,51.3
2009-02-22,2009,Newcastle,Everton,0,0,Unknown,0,0,0.72,2.12,58.6,41.4
2009-02-23,2009,Hull,Tottenham,1,2,Unknown,0,0,1.63,1.92,46.5,53.5
2009-02-28,2009,Arsenal,Fulham,0,0,Unknown,0,0,2.91,1.88,54.8,45.2
2009-02-28,2009,Chelsea,Wigan,2,1,Chelsea,3,0,1.8,0.58,56.9,43.1
2009-02-28,2009,Everton,West Brom,2,0,Everton,3,0,3.49,1.67,50.3,49.7
2009-02-28,2009,Middlesbrough,Liverpool,2,0,Middlesbrough,3,0,2.18,2.81,59.3,40.7
